Time,Cz,Fz,Fp1,F7,F3,C3,P3,O1,Pz,Oz,O2,P4,C4,F4,F8,Fp2
0.0000,27.1382,5.2628,-2.1221,-8.4216,-12.0958,-10.6190,-10.5366,-1.1816,10.0729,-18.8352,-7.7860,2.7477,-0.7451,14.3053,9.3791,-0.0627
7.8125,28.6630,2.9210,-1.6283,-7.6057,-10.8535,-6.3516,-8.2117,7.8025,6.6772,-27.4610,-9.3770,1.9676,-2.6240,11.2708,3.7497,2.6934
15.6250,28.6061,5.5732,0.3575,-5.4465,-9.3732,1.7273,-4.1256,8.9367,8.7328,-35.1828,-23.7600,0.8669,-1.4780,7.5226,4.4559,3.7085
23.4375,25.0230,6.7361,1.8185,-1.1854,-9.4683,3.7248,-5.5757,8.6497,10.6384,-31.6696,-32.0247,-3.5644,-2.3717,8.5675,7.6028,4.0254
31.2500,20.8476,2.2309,0.2802,-2.3841,-9.5511,-5.4012,-8.6698,19.9189,4.4524,-30.5747,-21.0751,-3.8768,-5.2697,10.6629,3.8193,5.7478
39.0625,19.8595,2.0936,-1.1202,-7.2942,-9.8055,-10.8757,-7.5859,24.3808,2.3279,-34.8123,-13.7123,-3.2107,-3.6896,9.6156,4.3503,6.9518
46.8750,20.0696,5.4258,1.3308,-2.8410,-10.5484,-7.9683,-8.7753,17.0226,5.2696,-34.1111,-19.5632,-9.4828,-1.8570,11.1499,11.0167,8.9183
54.6875,18.5027,5.1800,3.9616,1.9623,-8.5838,-10.0373,-11.2126,19.1733,0.3494,-35.6068,-20.8329,-10.4852,-1.3320,14.5817,8.0236,12.0954
62.5000,17.6616,5.4986,3.0348,-3.9251,-6.1898,-12.0530,-8.7667,25.7034,-4.9542,-40.3718,-16.6846,-4.9684,2.0079,12.9676,4.0296,12.8444
70.3125,16.4391,6.5196,2.5657,-4.2464,-6.8907,-6.3599,-9.4193,23.4365,-3.7565,-38.1505,-18.0716,-7.9239,4.1489,12.5471,10.1815,13.1380
78.1250,10.9494,6.0087,4.7693,2.3743,-6.4720,-7.5748,-15.1333,22.0384,-6.3806,-35.2721,-18.9376,-11.4922,5.6243,17.4061,10.4616,15.4478
85.9375,7.5787,7.0485,3.6458,-1.2017,-6.0740,-14.0069,-14.4433,23.8190,-9.8827,-34.8689,-12.6630,-6.4734,7.8234,15.9190,5.8219,14.0037
93.7500,11.0524,6.0600,-2.2123,-5.8499,-8.8763,-8.4301,-9.0306,24.0187,-6.6584,-31.0546,-6.4898,-4.9602,3.0575,9.9054,10.3630,5.8858
101.5625,14.4356,3.6443,-4.4232,-1.4436,-8.2303,-1.7134,-6.3968,25.6183,-5.6275,-31.0024,-7.1964,-9.0508,-1.4794,11.5167,12.7019,-0.1968
109.3750,12.9332,5.9831,-1.8884,-0.2860,-5.6600,-4.9616,-2.8449,25.2373,-9.2563,-34.8559,-10.6038,-10.6065,3.7210,14.1853,8.5851,1.7195
117.1875,10.0582,7.0120,-3.3517,-3.3077,-9.7596,-4.2840,2.0241,24.2231,-9.2160,-34.0613,-9.8718,-8.8445,5.2127,10.8614,10.3678,2.6944
125.0000,9.1878,6.3465,-6.7369,-2.4000,-11.3064,2.8073,3.2768,29.1390,-6.9054,-35.4740,-10.5385,-7.6173,0.1802,9.0134,12.9419,-3.0820
132.8125,8.3803,11.4505,-4.2549,-1.3379,-4.4891,5.3573,4.0480,31.5799,-8.2222,-41.1344,-19.2543,-12.2517,0.5263,7.8216,13.3035,-4.4772
140.6250,5.6685,13.7205,-1.8250,-1.9804,-3.2359,1.6557,8.0959,28.5973,-11.6118,-42.5633,-22.9613,-15.2322,0.9245,4.6804,17.1154,0.5937
148.4375,7.2501,11.3366,-3.9202,-2.8235,-7.6692,-4.8356,11.4994,30.8698,-11.0257,-43.9463,-15.0082,-7.8992,-1.2322,5.7826,13.5028,-0.4121
156.2500,15.6170,15.7721,-3.0290,-4.4877,-6.5836,-9.4269,11.9856,33.7804,-6.2810,-49.9692,-14.2204,-5.8561,2.2483,7.4680,4.4310,-3.8761
164.0625,19.0401,18.8838,0.1632,-4.3478,-5.4672,-12.5884,12.3035,29.1622,-3.7693,-54.8680,-21.7107,-12.0337,5.2693,4.6683,6.5441,-0.1904
171.8750,13.3963,14.3569,0.4063,-3.0248,-8.3393,-20.2426,12.0499,25.3256,-4.2119,-56.2080,-16.7968,-9.3244,3.8170,4.6960,9.4980,4.5811
179.6875,9.0241,15.9175,1.3586,-3.7036,-8.6416,-28.0010,9.7634,26.1098,-6.3979,-55.8820,-5.7148,-6.9514,5.7339,8.0128,8.9737,7.9064
187.5000,8.3295,20.4872,0.9608,-6.0416,-10.1291,-27.9741,9.2656,27.7823,-10.8181,-55.8176,-3.9769,-11.5886,9.3199,9.4421,18.4286,10.3144
195.3125,8.6656,16.7251,-4.6197,-10.6593,-15.4344,-23.7274,12.0495,33.8144,-10.2416,-57.8897,-5.4640,-6.9775,9.6356,9.9309,23.3897,6.4348
203.1250,10.5346,12.9361,-6.4885,-13.3012,-15.9315,-20.3907,14.9482,41.5694,-4.7221,-61.9319,-9.6224,-1.4861,7.5489,7.3541,17.3975,3.9467
210.9375,8.9549,12.3475,-3.8686,-10.3091,-13.6960,-18.0290,18.0269,41.1593,-5.5304,-65.2192,-15.8837,-5.5614,5.3050,3.0607,21.0672,8.7103
218.7500,5.2400,9.2544,-6.4220,-10.4031,-16.8950,-16.8853,20.0044,37.1682,-9.3254,-63.6659,-10.1686,-3.8120,8.2974,4.2614,24.9117,8.4061
226.5625,5.0430,8.9864,-9.0350,-14.4420,-17.7297,-15.5330,17.7223,37.9959,-9.6470,-61.6385,-3.6781,-0.0196,13.0145,6.2031,19.1412,4.3841
234.3750,1.9233,12.5380,-5.7775,-13.0952,-12.0342,-12.2284,14.1021,37.7590,-13.8218,-66.7623,-11.2798,-4.5302,9.5408,4.3954,24.4062,8.1082
242.1875,-0.9191,13.2170,-4.5288,-11.2982,-12.7063,-8.0716,11.3655,32.3225,-19.4987,-69.3171,-11.7279,-4.4418,5.7434,6.1198,30.1460,12.8407
250.0000,5.3162,11.9366,-6.5719,-15.0496,-18.5904,-1.8618,10.9105,26.4543,-17.2711,-62.4872,-0.4412,1.0509,8.8664,8.0587,17.3962,11.5116
257.8125,8.1398,9.4739,-8.4942,-17.3697,-17.8996,6.7758,15.7760,20.9052,-13.1201,-60.0276,3.2642,3.6781,7.9831,3.2740,10.8668,7.0584
265.6250,3.8101,5.5607,-11.3188,-16.9483,-16.4207,14.0337,19.6807,14.3175,-13.0718,-62.3940,2.9099,6.5933,4.0147,0.6095,17.4634,2.7908
273.4375,5.5759,5.8296,-10.6487,-16.3434,-18.4803,19.3698,19.1068,6.9817,-12.6949,-58.9401,-1.9062,5.3950,6.5322,3.7663,16.4829,3.5633
281.2500,8.6293,8.6004,-8.4327,-14.6560,-17.9329,23.5475,21.0207,0.1143,-11.0596,-56.1224,-10.5611,1.1907,8.1440,4.7437,16.3738,3.9582
289.0625,6.9527,5.9971,-13.4720,-16.3819,-19.1256,24.3348,21.3142,-1.7572,-10.6611,-55.3280,0.2645,7.1343,6.0080,2.2213,22.5263,-2.7173
296.8750,10.0537,1.3835,-16.9694,-21.4285,-23.6182,22.1196,17.4662,0.0508,-11.7688,-52.1868,11.9355,14.6843,8.2730,1.0740,21.4349,-2.1669
304.6875,15.9519,0.6219,-10.2408,-19.2731,-19.7290,21.0747,19.0089,-4.3143,-12.2006,-54.1124,-4.5134,8.7787,10.0719,3.2866,20.2454,7.5990
312.5000,16.9479,0.7471,-6.9850,-12.6343,-13.8071,20.9622,20.8902,-10.2507,-11.3038,-56.3472,-8.0095,0.2098,7.6578,5.7674,21.9747,7.0719
320.3125,14.0840,-0.2722,-11.9429,-13.4691,-18.5778,19.5677,18.1482,-9.1541,-12.4915,-49.3416,14.3400,1.9915,8.6653,3.4507,16.2983,1.0457
328.1250,9.8792,-1.1678,-13.0611,-19.3343,-22.8911,18.8180,20.5733,-10.9562,-12.7387,-45.1968,15.1903,7.2735,9.2694,0.0384,13.3497,4.0543
335.9375,9.7316,-1.3840,-10.5957,-21.6527,-19.3301,19.1232,20.5822,-19.4083,-9.2319,-47.8334,7.1030,5.1005,4.0705,1.3893,18.5096,7.1991
343.7500,13.3233,0.6365,-9.6820,-19.8749,-16.9663,17.4689,12.1770,-27.4893,-10.8499,-45.2741,18.9104,0.4507,3.0267,1.3702,18.7389,6.3164
351.5625,12.7486,3.1239,-7.9894,-16.9029,-16.7537,14.8001,11.8803,-35.6787,-14.0023,-41.6487,22.1828,3.4874,8.3173,-3.0844,15.3907,6.7329
359.3750,13.1139,1.2777,-7.2332,-15.1330,-15.6411,12.0654,16.8575,-40.5166,-7.7735,-43.1874,14.0215,8.0977,10.1010,-3.0885,13.9575,4.1585
