Time,Cz,Fz,Fp1,F7,F3,C3,P3,O1,Pz,Oz,O2,P4,C4,F4,F8,Fp2
0.0000,0.0449,0.9983,4.7249,2.9944,7.4474,-2.4677,-2.7818,-5.8000,-2.7912,-6.1085,-4.9404,-4.1229,4.7049,6.3478,1.0178,3.9189
7.8125,-0.5166,0.8116,6.0948,4.2745,9.6215,-7.6138,-2.3446,-6.4764,-4.9542,-5.5875,-5.6017,-6.6827,3.3479,8.2575,0.3703,4.7619
15.6250,-0.5508,-0.5369,5.8114,5.3905,9.5759,-4.7831,-1.0738,-7.4219,-4.4275,-8.3101,-9.2080,-13.1682,0.6940,5.8688,-2.6546,3.3253
23.4375,0.4242,-3.9019,2.5724,3.6658,6.4794,-1.6308,-4.3298,-8.7035,-1.6236,-8.0399,-8.6002,-13.8214,2.4159,0.5217,-6.3046,-0.7506
31.2500,1.2835,-3.5450,1.9971,1.2593,4.7048,-7.7284,-7.5226,-8.3995,-0.4473,-6.7608,-6.9735,-11.9967,4.0180,1.4592,-4.0660,-0.0461
39.0625,1.4491,1.3762,5.1215,0.4819,7.5445,-9.0960,-4.2826,-8.4553,-0.3553,-8.8350,-9.0444,-15.0016,1.4242,4.3753,-0.9925,4.0171
46.8750,2.0275,1.0866,5.6778,1.7444,11.2139,-0.3407,-0.2483,-7.5631,0.3841,-6.3884,-7.8026,-16.1737,-0.7041,1.5064,-1.3419,3.3093
54.6875,2.6798,-4.1337,2.3706,0.1355,8.8796,1.3530,1.9594,-0.8099,3.2643,0.2111,-2.5135,-12.2673,-0.3637,1.4946,0.3391,1.0747
62.5000,1.2245,-4.9147,0.3370,-2.1325,3.6935,-6.4880,4.1550,2.1316,4.3033,1.5324,-0.7348,-8.6403,0.4966,3.0973,1.0043,0.6889
70.3125,-3.2460,-5.4841,0.1917,1.2808,4.1435,-9.4027,5.0114,0.7077,1.9308,2.1013,-0.5965,-6.3906,1.8550,-2.4646,-1.1499,-1.7945
78.1250,-11.7338,-15.1932,-3.5257,2.6151,3.5785,-9.5515,3.1391,-1.5670,-1.4190,1.5570,-2.9488,-8.1510,-1.0037,-6.3239,0.0795,-6.1252
85.9375,-17.1367,-16.7475,-4.8755,-0.0986,-0.0032,-12.3370,2.4403,0.6977,0.6346,-0.3503,-3.9911,-7.0942,-4.5339,-1.1218,2.9061,-4.6867
93.7500,-14.5199,-8.8739,-1.8953,2.5894,-0.4191,-12.9488,-0.0038,-3.3128,0.7295,-3.0670,-5.1577,-6.0023,-4.9811,-4.5535,0.4393,-3.2567
101.5625,-8.9632,-7.0054,0.2525,3.9755,6.7629,-4.2740,0.6099,-4.0389,-0.4461,-1.3996,-4.2516,-8.2466,0.1086,-8.4592,-0.4341,-3.5345
109.3750,-4.3691,-5.7748,1.3019,0.1246,7.6483,2.0207,2.1957,-3.3148,-0.0198,-6.3422,-7.0646,-10.8697,4.0647,2.0110,1.2157,0.4160
117.1875,1.2662,2.5175,4.0447,0.6270,3.5785,-1.1470,1.9302,0.8704,3.6136,-4.4442,-3.2012,-4.7162,6.6480,10.0566,1.6129,5.2359
125.0000,5.9666,2.6844,4.2008,3.4722,4.4766,-2.8955,3.8731,6.3432,8.7420,3.9860,3.2597,-1.3033,5.8208,2.7527,1.3944,3.2401
132.8125,8.7854,-1.6351,2.3753,-0.0225,7.0742,0.5230,7.2062,10.0295,13.2786,8.9616,7.2705,-1.5822,4.4245,0.5885,0.9944,1.2553
140.6250,14.5707,8.1309,7.8647,1.7100,8.9669,1.9484,5.2525,11.2603,14.2979,6.8057,7.8008,2.1774,9.3741,10.0922,3.2009,8.1771
148.4375,18.5718,16.7974,14.1163,8.0039,13.0195,4.0356,4.8419,11.0987,14.7580,4.2746,6.7130,4.9720,14.8363,12.8728,8.3161,13.9280
156.2500,14.1500,8.6484,9.7004,7.6531,11.5697,6.4413,8.7656,12.1273,15.5287,10.0991,9.6544,4.6944,10.6486,6.1368,7.9873,8.6712
164.0625,9.8483,6.9567,6.2956,6.7280,5.9058,2.8816,10.4686,19.5070,15.1418,18.7604,15.8420,8.7649,8.7822,6.2590,5.5256,5.9662
171.8750,11.0422,13.9447,9.4791,6.7803,7.6924,2.4599,11.1082,21.5889,13.6555,19.8791,16.9061,10.1913,13.8782,10.4296,10.5960,10.5704
179.6875,11.8400,11.4354,10.5725,5.2072,13.1776,8.0707,10.9311,12.7323,14.5333,13.7267,12.4221,6.1835,12.1657,9.4320,12.8633,11.4283
187.5000,12.1184,7.3803,10.9090,10.1539,14.1164,8.3545,11.0313,15.2180,18.2081,14.0961,12.9747,7.7997,8.1753,8.9056,9.3990,9.7816
195.3125,8.6258,1.9866,8.5395,12.2380,11.3687,2.7560,10.9221,17.7697,14.9738,17.4702,13.7287,7.5039,11.3322,9.0290,11.5310,7.6959
203.1250,6.3647,-0.8345,5.0925,8.3832,7.1064,3.7291,10.0818,14.4131,11.7083,14.9409,11.3122,6.1422,11.8262,8.0046,13.6063,6.0764
210.9375,6.4467,-1.2268,3.2470,9.3165,2.5799,6.2610,8.1404,15.1051,12.1537,14.2249,11.7333,9.5232,7.0640,6.0014,8.9622,3.6823
218.7500,5.4739,-3.7981,2.1000,9.6150,2.6570,3.8165,9.7460,15.0143,9.0796,12.8472,10.3568,9.8341,8.1985,3.9578,7.9595,1.7749
226.5625,4.6091,-5.7708,0.2712,4.4963,2.6499,2.0997,11.4115,12.3242,6.9836,11.2278,9.0721,8.9957,10.8761,3.4116,12.2568,1.7094
234.3750,5.4909,-5.3409,-1.4412,5.1916,-3.6135,0.7062,7.4669,13.1374,11.4294,12.4218,11.4204,13.8528,8.2523,0.8066,10.9335,0.2611
242.1875,5.1744,-9.0585,-4.8778,5.4200,-8.1279,-2.3481,6.0735,12.6758,10.7942,12.2592,11.7656,16.0942,7.8928,-4.8769,5.0871,-4.7675
250.0000,3.9171,-11.3869,-10.2537,-4.3026,-10.9643,-2.7389,10.4677,17.9298,8.6513,18.3333,17.0604,18.2651,9.6261,-6.4085,0.7803,-8.8375
257.8125,1.9975,-8.4184,-14.4888,-12.4931,-19.3889,-2.1649,9.4447,22.2373,13.5381,23.7132,23.4525,23.7697,6.9928,-6.8090,-2.8787,-10.5508
265.6250,0.3735,-5.8863,-12.2124,-11.1799,-15.8495,-2.0878,7.7026,19.4945,14.3751,19.1918,21.4510,25.6736,9.5765,-8.2225,-4.5149,-9.8360
273.4375,2.7216,-4.1067,-6.7384,-6.2754,-6.8142,-2.3439,5.3953,10.4161,3.3806,6.6999,8.9553,14.5549,11.0070,-5.6346,-1.1394,-5.8648
281.2500,4.7537,-0.0667,-3.6591,-2.0530,-7.9434,-4.9441,-1.7215,7.5904,-0.2896,4.9909,5.4128,8.6518,7.4306,-0.4308,1.7484,-1.8417
289.0625,6.8624,3.5360,-1.0889,0.6437,-6.6762,-3.3717,-5.7696,3.3017,0.9253,-0.3774,2.2299,9.4950,8.1260,-2.3689,3.9595,0.0871
296.8750,8.5225,2.0368,0.4954,1.3428,0.5364,-0.2689,-2.6390,-2.0270,-4.5981,-6.6811,-3.4193,4.7441,9.2823,-5.1434,2.4221,-0.5809
304.6875,6.6679,0.7771,0.2788,3.5130,-2.4006,-3.6505,-4.1157,-2.7214,-7.0792,-5.3515,-4.3183,1.0103,3.1111,-1.3742,1.2677,-0.1944
312.5000,3.6852,3.4863,0.4450,2.2956,-5.6052,-7.4010,-12.2519,-5.9768,-7.4132,-8.6852,-5.3490,5.5615,0.6657,0.3896,4.6466,1.8386
