Time,Cz,Fz,Fp1,F7,F3,C3,P3,O1,Pz,Oz,O2,P4,C4,F4,F8,Fp2
0.0000,-19.7785,-0.9908,79.5254,-7.2641,20.7987,-23.0848,7.2839,-75.5804,-9.5598,-6.9686,5.9999,-0.5652,-22.6060,18.7136,37.0625,88.0216
7.8125,-8.3151,-4.5834,77.8290,-5.2056,25.6483,-13.7402,9.6049,-64.9735,-10.1403,-2.6790,5.2754,-1.8452,-19.8562,17.2203,36.3879,80.4007
15.6250,2.8164,-7.5106,69.0138,-7.9625,27.3304,-7.0597,-2.7531,-59.6438,-9.3507,0.5643,2.2359,-1.1249,-11.9003,19.7903,40.6388,74.0298
23.4375,2.1106,-2.7826,55.4630,-11.2402,20.4246,-6.8850,-14.0192,-56.9183,-8.7440,0.6332,2.6964,-2.3315,-4.4081,21.0568,37.0221,63.9032
31.2500,1.7173,7.4546,42.4798,-5.7820,13.2337,-3.3691,-20.1877,-42.8051,-2.5093,10.3521,11.7417,-0.1791,-2.5049,17.1724,23.7616,43.6179
39.0625,5.2317,13.9919,25.9224,-4.1803,7.1544,2.1136,-17.6537,-32.5004,7.8794,24.4384,20.8382,13.6208,-1.7689,13.2103,13.3367,22.4069
46.8750,8.5291,18.3121,10.5455,-9.1283,4.2856,5.4835,-23.9515,-33.8817,9.9111,27.4338,28.3705,25.1946,6.8804,15.7992,12.4487,13.1855
54.6875,14.7800,23.4234,3.8240,-9.3127,4.0306,7.4788,-26.1564,-27.8904,7.3648,30.8716,38.1748,19.8317,15.8916,19.4008,13.4582,7.7575
62.5000,20.7894,29.1672,-1.0666,-8.5399,-2.8272,9.1394,-11.4604,-15.5779,11.3565,41.9690,43.7831,14.3071,17.6332,18.9682,8.7416,-3.0070
70.3125,21.6600,33.8328,-14.0670,-13.7371,-13.7153,9.5632,7.1092,-11.0444,18.5854,45.9969,41.6871,21.8470,21.2818,17.9589,0.7258,-15.7979
78.1250,25.8785,34.8550,-28.5172,-16.6341,-15.1825,11.1530,9.4123,-6.9335,25.4066,45.0746,40.1455,27.3228,29.0131,18.6028,-2.2774,-26.9352
85.9375,27.8117,31.0496,-33.8361,-17.0364,-12.3194,12.0757,24.2561,-0.9840,27.0590,48.5625,37.3721,19.6200,27.9134,15.0653,-4.8566,-36.4532
93.7500,20.5398,30.7893,-32.7354,-15.5831,-13.4363,12.1225,39.8458,0.6819,18.9348,48.1376,32.4777,12.3139,21.0759,9.1018,-12.8428,-41.8769
101.5625,19.3872,37.1030,-35.7446,-8.7421,-13.9348,13.5767,1.2715,3.5300,14.0502,43.6916,35.7180,17.0427,21.3169,9.0676,-16.4325,-43.9177
109.3750,23.4397,36.0538,-44.5130,-9.0830,-15.0846,10.9665,-19.7887,7.6900,20.5042,46.1587,42.0666,23.3849,24.0537,9.7502,-12.6267,-50.3371
117.1875,23.2344,31.9412,-49.7697,-15.5651,-14.4959,8.8553,4.8160,13.6347,24.8206,52.4233,43.2237,22.3713,27.7347,9.5402,-7.8014,-58.2409
125.0000,22.5007,35.3999,-47.1536,-12.0219,-11.1864,11.1020,8.4688,19.2009,23.0196,51.9231,42.1256,16.9098,32.4721,12.2120,-5.0594,-57.5622
132.8125,24.4958,41.1576,-44.6124,-2.8590,-10.4278,13.8284,-23.9622,21.8972,23.9419,47.2945,42.4925,13.7161,33.4749,15.0899,-4.4866,-52.5843
140.6250,18.0271,34.5097,-48.3302,-6.7576,-17.0251,8.2151,15.1814,16.2225,25.3664,44.6296,36.9031,10.6706,27.0772,9.7381,-8.4684,-55.0256
148.4375,20.5521,35.9123,-45.5437,-5.5384,-14.6249,11.4331,0.6610,17.5666,23.9331,45.1571,37.4778,11.9875,30.4616,12.1928,-5.4958,-52.9962
156.2500,21.6824,36.1693,-44.4972,-4.2964,-14.4636,12.5768,-8.3586,17.3416,24.4434,44.1636,36.6967,12.2883,31.6122,13.2507,-4.3788,-51.2169
164.0625,21.9634,36.6164,-42.9286,-2.9757,-13.9763,14.1474,-18.1712,17.8998,24.4130,43.5030,36.7456,12.8052,31.7953,13.9282,-3.1743,-49.5774
171.8750,20.2329,33.2524,-43.2132,-5.1620,-16.0112,12.5835,0.8088,15.0281,23.6369,42.6948,33.6284,11.5460,31.3537,12.6879,-3.0914,-49.9537
179.6875,21.3726,33.3894,-42.3967,-4.4113,-16.1989,13.7110,-7.9000,14.9963,23.5641,41.7664,32.6804,11.7545,32.4093,13.4294,-2.6397,-48.6718
