Time,Cz,Fz,Fp1,F7,F3,C3,P3,O1,Pz,Oz,O2,P4,C4,F4,F8,Fp2
0.0000,-0.7167,8.7424,0.6260,-18.8069,10.2699,0.0296,3.4696,-1.1735,-0.2846,3.2177,-0.0717,-1.7454,4.3878,23.6313,23.0331,-13.9013
7.8125,0.1386,4.7541,3.0038,-10.4211,13.9979,1.3276,4.6272,2.3827,1.6806,2.9223,-5.0546,1.0530,2.1151,6.5164,15.1943,-13.5390
15.6250,1.0737,-3.4889,6.4955,-3.5473,11.4100,5.1640,1.5745,9.9843,3.0079,-2.0269,-4.6999,2.9680,-1.3120,-20.3239,19.9411,-6.7235
23.4375,-2.3374,-6.6741,6.3939,-9.7279,0.6928,6.1009,-8.6609,9.9945,-6.2157,-9.0136,7.7353,5.5545,0.7768,-19.7181,31.2290,-4.8676
31.2500,-3.2684,-0.6035,4.6970,-17.5668,-0.2120,1.7288,-15.6062,2.3654,-18.5826,-10.4638,16.9146,6.5751,3.2960,0.2529,25.5096,-9.8491
39.0625,0.0204,4.6122,7.8366,-8.8776,6.8249,0.4687,-13.5285,-1.2577,-19.2936,-12.5560,13.5184,1.8833,0.1546,2.9032,15.9104,-2.7679
46.8750,-1.7465,2.9386,12.1144,0.8967,4.7869,2.3409,-10.8440,0.0566,-14.7292,-18.7906,9.9007,-1.9800,-3.7144,-4.1230,25.9105,10.1351
54.6875,-3.5534,-0.0260,5.5106,-12.4003,-2.1320,-0.9317,-10.9041,7.1599,-14.1397,-10.3750,12.7439,-1.6726,-6.6061,-0.7296,35.9466,6.4611
62.5000,0.8353,-3.0123,-7.8937,-28.9585,-5.4281,-5.0493,-8.6259,22.9699,-12.2556,14.1117,13.8462,-1.7320,-8.1655,-1.6662,22.3384,-3.2818
70.3125,0.7755,-8.7903,-9.6570,-20.8333,-6.6037,-4.8256,-5.3932,39.9020,-9.5334,23.5647,10.3152,-0.9130,-6.7124,-17.7924,7.7819,-2.8556
78.1250,-4.4015,-12.3419,-1.9373,-9.3519,-5.9054,-6.3392,-9.2169,48.3247,-13.4128,15.6655,11.4309,-1.0723,-7.2700,-29.5076,10.4661,-0.6577
85.9375,-3.6621,-8.8789,-2.8403,-17.5648,-5.3281,-8.4099,-15.9630,47.8920,-17.7515,21.5814,18.6799,-3.7269,-7.4334,-19.5140,6.6146,-5.8754
93.7500,-0.1333,-6.5095,-9.9163,-25.0443,-5.3088,-5.9035,-14.0633,45.6361,-13.4954,39.8675,17.6424,-2.5817,-2.8906,-9.3418,-6.7831,-14.7294
101.5625,-1.0010,-12.6017,-10.0603,-18.5017,-0.7592,-5.8948,-8.4298,46.8487,-6.9895,50.3182,9.8407,-3.8835,-4.2630,-27.7248,-3.3648,-17.9607
109.3750,-4.9435,-17.0873,-6.1187,-13.8257,3.5429,-10.8415,-8.6307,50.3547,-2.3725,53.8512,10.8097,-11.0897,-10.6087,-44.0685,5.4929,-14.7809
117.1875,-8.9316,-11.9060,-6.0749,-16.3080,0.2774,-12.9621,-11.3591,45.7573,-2.5079,62.0088,15.1514,-10.9272,-11.0142,-22.5878,-6.8583,-19.2364
125.0000,-3.4666,-3.7521,-3.7248,-13.9413,1.4932,-6.8689,-8.3649,43.4327,-4.2458,64.4191,13.9170,-2.3813,-6.6962,-1.9391,-22.0889,-25.2694
132.8125,5.0709,-3.1972,2.8399,-5.6604,12.3286,-1.9129,-5.0059,43.6047,-3.9533,58.2437,14.2847,-1.9207,-2.5326,-21.7157,-20.1650,-16.4939
140.6250,3.5215,-3.7879,5.2016,-2.9820,19.6889,-3.8134,-2.7426,41.0003,-0.7872,53.9667,12.8648,-2.3238,0.8572,-32.5886,-11.3495,-8.7191
148.4375,-0.4208,1.2767,-1.2488,-9.5157,13.7643,-6.0958,-1.3721,44.0949,-0.1062,59.1334,5.6455,1.8638,-2.3438,-4.9452,-10.9565,-11.1564
156.2500,0.4742,3.8863,-9.0508,-13.1009,5.9058,-6.8875,0.6087,56.0567,1.0172,62.7005,5.9035,0.8600,-6.1818,9.0914,-21.2127,-4.3683
