Time,Cz,Fz,Fp1,F7,F3,C3,P3,O1,Pz,Oz,O2,P4,C4,F4,F8,Fp2
0.0000,6.6696,2.7162,4.4998,7.9765,5.9297,19.3301,-0.7617,-3.9807,10.9520,-5.2752,-2.1550,3.5122,-2.3243,2.2754,3.1605,3.7385
7.8125,5.7178,2.0780,2.7938,6.2197,2.5342,19.1414,10.2539,-0.7147,11.7120,-4.1928,-3.2795,6.5386,2.4900,3.4529,3.2920,4.9548
15.6250,4.0824,-0.0611,-0.0623,4.1055,0.9100,16.9133,19.9237,0.9362,11.4459,-8.3412,-6.3048,5.2864,2.3999,4.0358,6.7367,6.5290
23.4375,5.5461,-0.7658,5.2829,7.9204,6.4734,14.4026,15.7805,5.4804,12.3778,-14.8412,-8.7327,-0.8869,-4.5660,2.7360,8.4797,9.0717
31.2500,9.2771,-0.2460,11.3074,10.0689,6.9790,12.6778,9.6861,9.4225,16.4506,-14.5597,-7.0342,0.6760,-6.1587,2.8251,7.5890,12.2191
39.0625,9.1213,-0.0862,8.5329,6.0509,1.2901,10.9160,10.3391,9.0310,19.3049,-12.3493,-3.3565,9.7576,-2.5214,4.3164,8.7767,12.0413
46.8750,7.4781,0.5680,7.0644,6.0848,2.8499,10.0114,9.8156,9.4188,17.8136,-12.2831,-3.7294,9.7825,-1.9328,4.1422,8.7544,10.0094
54.6875,6.9579,0.5696,9.6182,6.1524,1.0517,10.2823,5.0500,11.9777,15.5175,-12.6220,-9.0158,-1.1906,-3.9711,2.7175,5.6571,9.0931
62.5000,2.6015,1.0408,8.4455,2.2416,-6.3882,11.9223,2.5233,8.6142,16.3070,-12.4804,-9.7432,-4.7159,-4.0433,1.9204,4.0878,5.7514
70.3125,-1.1044,3.7364,5.2286,1.3376,-6.8330,13.9555,6.5732,7.9274,17.5517,-10.9044,-2.3161,1.7658,0.5502,1.7750,1.7050,0.5907
78.1250,3.5617,4.4391,1.9161,0.7253,-6.4560,13.6631,13.8414,12.0190,15.3331,-8.0033,1.0552,3.3792,6.0232,3.2436,-0.0911,0.8040
