Time,Cz,Fz,Fp1,F7,F3,C3,P3,O1,Pz,Oz,O2,P4,C4,F4,F8,Fp2
0.0000,1.3532,-7.8227,-6.2236,-6.1549,-2.5473,3.9010,-0.6369,-3.2433,-1.8245,-4.1491,2.3055,-1.3578,-7.6520,-8.6261,-0.8286,-5.9961
7.8125,7.7683,-3.8753,-7.7534,-13.3647,-8.3439,-1.5493,1.3574,-0.4990,0.6806,-1.5081,5.2780,-0.1508,-8.6710,-6.3792,2.8632,-3.8514
15.6250,11.8516,-0.1278,-6.7579,-18.3343,-11.6303,-5.0797,-0.2302,0.9423,6.8158,-1.3543,6.8359,2.7699,-0.5262,4.8238,1.8113,0.2459
23.4375,10.6513,0.1968,-4.1019,-16.7737,-6.7306,-0.6926,-0.0058,-2.3316,5.4979,-7.6243,3.8713,1.2485,4.5431,11.2389,-0.1320,2.3715
31.2500,11.0166,3.1733,0.6998,-6.0960,-1.2820,3.1946,4.5738,-5.2514,0.6375,-13.2840,-0.9643,-6.1328,-0.7354,9.1862,-2.1447,3.4594
39.0625,13.7654,9.2435,7.3934,9.1225,1.1055,3.0978,3.0860,-4.4884,1.0377,-11.2129,-4.1635,-8.4419,-3.6740,8.9666,-7.5824,5.4875
46.8750,13.3348,9.5536,10.5900,17.8038,5.2626,2.6373,-3.6867,-6.0939,1.3289,-9.1764,-1.0697,-5.2698,-4.0813,5.2221,-8.4619,5.2383
54.6875,10.1461,8.6509,10.0831,15.4123,6.7415,-0.1190,-5.3848,-8.8258,2.8698,-10.9547,-0.5345,-5.4704,-9.5990,-1.3648,0.0280,5.6885
62.5000,7.2550,9.1017,10.3129,14.4716,5.7743,-2.5735,-4.5737,-7.0525,5.9237,-8.4537,2.5560,-5.8149,-13.3871,1.6447,2.8046,7.4941
70.3125,6.2791,9.1993,13.6870,20.9626,12.4221,1.6785,-4.8153,-6.0036,2.7499,-6.4392,5.4718,-4.0279,-10.3693,6.0356,-0.8402,8.3201
78.1250,6.7078,11.4125,16.8616,20.3469,19.8740,5.4574,-3.5273,-8.4335,2.1424,-11.0018,-1.5907,-6.8870,-4.7268,5.1210,5.9987,11.5161
85.9375,6.8550,16.2540,15.5930,9.7660,12.5367,1.3573,-2.0729,-7.6990,7.3138,-11.9915,-8.2337,-12.0487,-0.3563,11.8794,16.5471,17.1096
93.7500,7.8470,16.8838,11.1477,5.1716,-0.1048,-4.3199,-2.6204,-4.8822,3.3020,-6.5908,-2.1265,-10.3959,3.3231,20.9489,15.6146,17.1352
