Time,Cz,Fz,Fp1,F7,F3,C3,P3,O1,Pz,Oz,O2,P4,C4,F4,F8,Fp2
0.0000,-4.1262,-6.5785,3.9930,-8.2971,-16.0577,5.3754,-1.6656,-5.7365,-9.2159,-19.0036,-11.2230,-4.8247,-6.5100,-0.4412,7.6660,7.4036
7.8125,-4.0464,-6.7829,5.0520,-6.4651,-12.1109,5.3991,3.1568,-0.9270,-9.0931,-18.3220,-10.0527,-1.0179,-9.5363,0.0697,13.6080,8.4201
15.6250,-0.6341,-3.4634,8.7636,-1.6555,-6.3099,0.8731,7.0941,0.4487,-0.1782,-14.8162,-7.2071,4.0503,-7.4545,1.7644,13.2773,8.4989
23.4375,0.7612,-3.0336,9.4678,-3.2222,-11.8517,1.5198,4.4179,-1.0699,7.1861,-15.1322,-7.7207,2.8785,-7.6534,2.0205,10.3128,9.9552
31.2500,-3.9100,-5.7257,6.3600,-4.9928,-12.3229,5.7923,3.8316,-3.6616,-0.9082,-15.6902,-8.8420,-1.1789,-6.4937,1.3579,11.5733,10.7858
39.0625,-9.7159,-9.0589,2.5906,-7.0953,-11.8520,1.4719,1.9206,-3.1941,-8.9734,-14.7595,-10.0511,-5.4443,-1.2093,-1.1252,7.9958,5.3476
46.8750,-9.1249,-13.0666,-0.0824,-10.3395,-17.2330,-3.3706,-4.6888,-1.0065,-4.2517,-15.8467,-13.3671,-6.4346,-4.2084,-5.1347,1.2287,1.3341
54.6875,-5.5922,-14.0479,-0.4952,-9.7184,-16.7199,0.3401,-12.4929,2.7166,1.9742,-15.0466,-12.7598,-4.2012,-8.3755,-5.3494,3.6008,1.7707
62.5000,-6.0061,-8.4486,1.1638,-8.6837,-14.5299,1.4968,-21.2200,5.3319,3.8859,-6.8906,-6.3975,-3.6293,-2.4427,-1.4179,7.9840,-0.0908
70.3125,-6.4393,-6.9975,-0.2488,-9.1580,-13.7919,-3.3990,-23.2374,2.2809,5.3024,-1.2694,-4.9431,-4.5339,-5.4255,-1.1986,7.6155,0.6284
